Order Id,Order Date,Ship Date,Customer Id,Customer Name,Customer Segment,Product Id,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount %,Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Reorder Point,Auto Reorder,Reorder Quantity
ORD1241,05-12-2023,10-12-2023,CUST1078,Amrita Narayan,Home Office,PROD1008,File Folder,Office Supplies,West,Punjab,Bhalswa Jahangir Pur,4,1640,20,5248.0,1112.22,799.12,Net Banking,Cancelled,Raval-Sani,bariaodika@sane.com,87,28,No,0
ORD1242,25-07-2024,01-08-2024,CUST1167,Pallavi Mishra,Home Office,PROD1012,Mouse,Electronics,South,Uttarakhand,Ozhukarai,1,6429,0,6429.0,4008.17,2420.83,UPI,Cancelled,Buch and Sons,balizaitra@chada.info,76,29,No,0
ORD1243,22-07-2024,29-07-2024,CUST1142,Harini Golla,Corporate,PROD1002,Sofa,Furniture,South,Himachal Pradesh,Rourkela,1,10208,0,10208.0,6313.28,3894.72,Credit Card,Pending,"Bhargava, Oommen and Sethi",khannanirja@gopal.info,86,19,No,0
ORD1244,23-06-2023,26-06-2023,CUST1129,Vritti Deep,Home Office,PROD1010,Laptop,Electronics,South,Assam,Ichalkaranji,5,6866,20,27464.0,3602.05,9453.75,Cash,Cancelled,Buch and Sons,balizaitra@chada.info,15,31,Yes,41
ORD1245,24-02-2025,25-02-2025,CUST1111,Chanchal Pathak,Consumer,PROD1007,Stapler,Office Supplies,West,Assam,Rohtak,4,10905,10,39258.0,8458.2,5425.2,Net Banking,Delivered,Majumdar-Kala,ykhanna@anne-rama.net,14,31,Yes,34
ORD1246,24-07-2023,29-07-2023,CUST1091,Aishani Dash,Consumer,PROD1011,Keyboard,Electronics,North,Punjab,Maheshtala,1,4734,5,4497.3,2786.2,1711.1,UPI,Cancelled,Hari-Sehgal,harishrege@karpe.net,45,23,No,0
ORD1247,17-07-2025,18-07-2025,CUST1221,Gayathri Manda,Home Office,PROD1007,Stapler,Office Supplies,West,Telangana,Ratlam,6,10905,5,62158.5,8458.2,11409.3,Credit Card,Pending,Raval-Sani,bariaodika@sane.com,14,31,Yes,34
ORD1248,29-06-2023,30-06-2023,CUST1146,Aradhana Varma,Home Office,PROD1002,Sofa,Furniture,West,Manipur,Kolhapur,5,10208,20,40832.0,6313.28,9265.6,Credit Card,Delivered,"Bhargava, Oommen and Sethi",khannanirja@gopal.info,86,19,No,0
ORD1249,15-01-2024,22-01-2024,CUST1191,Lajita Varghese,Home Office,PROD1015,Rice Bag,Grocery,West,Telangana,Karnal,2,11182,15,19009.4,8707.28,1594.84,Credit Card,Delivered,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,15,28,Yes,49
ORD1250,06-10-2023,08-10-2023,CUST1123,Balendra Sani,Corporate,PROD1010,Laptop,Electronics,East,Uttar Pradesh,Singrauli,5,6866,0,34330.0,3602.05,16319.75,Credit Card,Returned,Sethi-Natarajan,dinhredhaan@sodhi-mani.info,15,31,Yes,41
ORD1251,18-02-2023,21-02-2023,CUST1022,Logan Ramaswamy,Home Office,PROD1016,Cooking Oil,Grocery,South,Odisha,Nangloi Jat,2,4479,20,7166.4,2868.85,1428.7,Cash,Pending,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,13,25,Yes,47
ORD1252,15-06-2025,22-06-2025,CUST1006,Anthony Nath,Home Office,PROD1006,Notebook,Office Supplies,West,Maharashtra,Ghaziabad,6,12362,10,66754.8,4997.68,36768.72,UPI,Returned,Majumdar-Kala,ykhanna@anne-rama.net,100,24,No,0
ORD1253,22-01-2025,23-01-2025,CUST1218,Zaid Mukherjee,Consumer,PROD1015,Rice Bag,Grocery,West,Sikkim,Sambhal,3,11182,0,33546.0,8707.28,7424.16,Credit Card,Cancelled,Mann LLC,gilljhalak@dhaliwal.com,15,28,Yes,49
ORD1254,26-04-2023,03-05-2023,CUST1047,Reva Malhotra,Consumer,PROD1003,Bookshelf,Furniture,West,Himachal Pradesh,Udupi,1,12860,10,11574.0,8267.37,3306.63,Net Banking,Cancelled,"Bhargava, Oommen and Sethi",khannanirja@gopal.info,69,21,No,0
ORD1255,05-10-2023,06-10-2023,CUST1026,Zaitra Mitra,Home Office,PROD1011,Keyboard,Electronics,East,West Bengal,Coimbatore,8,4734,20,30297.6,2786.2,8008.0,Net Banking,Pending,Hari-Sehgal,harishrege@karpe.net,45,23,No,0
ORD1256,30-03-2025,01-04-2025,CUST1226,Kamala Tiwari,Consumer,PROD1016,Cooking Oil,Grocery,West,Telangana,Bhavnagar,6,4479,20,21499.2,2868.85,4286.1,Credit Card,Delivered,Dube-Mander,vchoudhry@dhar.com,13,25,Yes,47
ORD1257,27-04-2025,28-04-2025,CUST1151,Praneel Bhandari,Consumer,PROD1015,Rice Bag,Grocery,East,Uttarakhand,Satara,2,11182,0,22364.0,8707.28,4949.44,UPI,Cancelled,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,15,28,Yes,49
ORD1258,17-06-2023,22-06-2023,CUST1250,Darika Malhotra,Home Office,PROD1016,Cooking Oil,Grocery,East,Chhattisgarh,Amritsar,7,4479,10,28217.7,2868.85,8135.75,Credit Card,Returned,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,13,25,Yes,47
ORD1259,20-07-2023,24-07-2023,CUST1149,Tejas Chaudhuri,Consumer,PROD1011,Keyboard,Electronics,South,Jharkhand,Raipur,5,4734,15,20119.5,2786.2,6188.5,UPI,Pending,Bawa LLC,xpant@nadkarni.com,45,23,No,0
ORD1260,15-11-2025,19-11-2025,CUST1281,Aarush Iyengar,Consumer,PROD1013,Headphones,Electronics,East,Odisha,Kochi,9,5858,10,47449.8,3406.43,16791.93,UPI,Cancelled,Hari-Sehgal,harishrege@karpe.net,41,24,No,0
ORD1261,12-10-2025,16-10-2025,CUST1083,Rayaan Solanki,Consumer,PROD1009,Calculator,Office Supplies,North,Rajasthan,Pali,3,14475,20,34740.0,10128.45,4354.65,UPI,Returned,Raval-Sani,bariaodika@sane.com,81,19,No,0
ORD1262,13-06-2023,19-06-2023,CUST1267,Yashica Aurora,Corporate,PROD1009,Calculator,Office Supplies,South,Maharashtra,Udaipur,10,14475,5,137512.5,10128.45,36228.0,Net Banking,Delivered,"More, Parmer and Dey",vgola@balakrishnan-sarin.net,81,19,No,0
ORD1263,26-05-2023,31-05-2023,CUST1130,Chaitaly Srinivas,Home Office,PROD1001,Study Table,Furniture,West,Rajasthan,Medininagar,9,4700,15,35955.0,3230.55,6880.05,UPI,Returned,Kulkarni Ltd,pallavi25@sarma-minhas.com,94,28,No,0
ORD1264,16-06-2024,17-06-2024,CUST1157,Shravya Kata,Consumer,PROD1009,Calculator,Office Supplies,East,Uttar Pradesh,Hyderabad,10,14475,10,130275.0,10128.45,28990.5,UPI,Pending,Swaminathan PLC,jaichopra@nadig-dube.net,81,19,No,0
ORD1265,15-12-2024,21-12-2024,CUST1086,Ekalinga Bhargava,Home Office,PROD1015,Rice Bag,Grocery,South,Uttarakhand,Kottayam,6,11182,20,53673.6,8707.28,1429.92,UPI,Delivered,Mann LLC,gilljhalak@dhaliwal.com,15,28,Yes,49
ORD1266,22-05-2025,24-05-2025,CUST1246,Vaishnavi Sankar,Home Office,PROD1005,Pen,Office Supplies,North,Nagaland,Chittoor,6,5109,15,26055.9,1994.08,14091.42,Credit Card,Delivered,Ben Ltd,gunbir50@kuruvilla.com,76,18,No,0
ORD1267,13-08-2024,14-08-2024,CUST1234,Yadavi Shan,Consumer,PROD1014,Monitor,Electronics,East,Uttar Pradesh,Suryapet,6,7430,0,44580.0,2466.9,29778.6,Credit Card,Cancelled,Hari-Sehgal,harishrege@karpe.net,55,27,No,0
ORD1268,11-03-2023,15-03-2023,CUST1146,Aradhana Varma,Home Office,PROD1013,Headphones,Electronics,East,Manipur,Kolhapur,2,5858,5,11130.2,3406.43,4317.34,Credit Card,Cancelled,Bawa LLC,xpant@nadkarni.com,41,24,No,0
ORD1269,22-03-2025,23-03-2025,CUST1060,Yatin Lala,Home Office,PROD1015,Rice Bag,Grocery,South,Kerala,Indore,10,11182,0,111820.0,8707.28,24747.2,Credit Card,Pending,Dube-Mander,vchoudhry@dhar.com,15,28,Yes,49
ORD1270,26-03-2024,28-03-2024,CUST1133,Wazir Andra,Home Office,PROD1007,Stapler,Office Supplies,North,Mizoram,Hazaribagh,2,10905,0,21810.0,8458.2,4893.6,Credit Card,Returned,"Bera, Dutta and Saraf",htata@sharaf-loyal.com,14,31,Yes,34
ORD1271,16-12-2023,23-12-2023,CUST1118,Bhavini Sen,Home Office,PROD1007,Stapler,Office Supplies,South,Chhattisgarh,Kolkata,5,10905,20,43620.0,8458.2,1329.0,Net Banking,Delivered,Swaminathan PLC,jaichopra@nadig-dube.net,14,31,Yes,34
ORD1272,26-03-2023,29-03-2023,CUST1155,Sachi Ganesh,Consumer,PROD1002,Sofa,Furniture,West,Manipur,Mirzapur,8,10208,15,69414.4,6313.28,18908.16,Cash,Cancelled,"Mistry, Sarkar and Madan",lataanmol@varughese-lanka.net,86,19,No,0
ORD1273,02-10-2023,09-10-2023,CUST1293,Samar Baria,Home Office,PROD1015,Rice Bag,Grocery,East,Madhya Pradesh,Bokaro,9,11182,20,80510.4,8707.28,2144.88,Credit Card,Delivered,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,15,28,Yes,49
ORD1274,28-11-2025,30-11-2025,CUST1258,Jagvi Chander,Consumer,PROD1016,Cooking Oil,Grocery,East,Tripura,Nagaon,9,4479,10,36279.9,2868.85,10460.25,Net Banking,Pending,Mann LLC,gilljhalak@dhaliwal.com,13,25,Yes,47
ORD1275,10-01-2024,13-01-2024,CUST1267,Yashica Aurora,Corporate,PROD1008,File Folder,Office Supplies,North,Maharashtra,Udaipur,10,1640,20,13120.0,1112.22,1997.8,Credit Card,Delivered,Raval-Sani,bariaodika@sane.com,87,28,No,0
ORD1276,25-08-2023,01-09-2023,CUST1079,Anmol Natarajan,Corporate,PROD1010,Laptop,Electronics,South,Jharkhand,Motihari,8,6866,5,52181.6,3602.05,23365.2,UPI,Returned,Buch and Sons,balizaitra@chada.info,15,31,Yes,41
ORD1277,23-10-2023,29-10-2023,CUST1112,Gunbir Ray,Corporate,PROD1007,Stapler,Office Supplies,South,Meghalaya,Hubli–Dharwad,8,10905,10,78516.0,8458.2,10850.4,Net Banking,Cancelled,"More, Parmer and Dey",vgola@balakrishnan-sarin.net,14,31,Yes,34
ORD1278,18-01-2024,23-01-2024,CUST1264,Eesha Chowdhury,Home Office,PROD1015,Rice Bag,Grocery,East,Karnataka,Ambattur,2,11182,5,21245.8,8707.28,3831.24,Cash,Cancelled,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,15,28,Yes,49
ORD1279,12-06-2024,15-06-2024,CUST1013,Jagat Sarkar,Corporate,PROD1013,Headphones,Electronics,South,Karnataka,Kharagpur,8,5858,15,39834.4,3406.43,12582.96,Cash,Cancelled,Sethi-Natarajan,dinhredhaan@sodhi-mani.info,41,24,No,0
ORD1280,10-02-2025,13-02-2025,CUST1062,Devansh Dara,Corporate,PROD1011,Keyboard,Electronics,North,Sikkim,Durgapur,10,4734,5,44973.0,2786.2,17111.0,UPI,Pending,Buch and Sons,balizaitra@chada.info,45,23,No,0
ORD1281,21-07-2023,28-07-2023,CUST1107,Januja Sodhi,Consumer,PROD1009,Calculator,Office Supplies,North,Nagaland,Bettiah,7,14475,15,86126.25,10128.45,15227.1,Cash,Pending,"Bera, Dutta and Saraf",htata@sharaf-loyal.com,81,19,No,0
ORD1282,16-05-2024,21-05-2024,CUST1204,Upadhriti Bajwa,Corporate,PROD1002,Sofa,Furniture,East,Arunachal Pradesh,Akola,7,10208,10,64310.4,6313.28,20117.44,Credit Card,Pending,Srivastava Ltd,viraj89@shan.net,86,19,No,0
ORD1283,19-11-2025,23-11-2025,CUST1121,Bhavika Ramakrishnan,Corporate,PROD1015,Rice Bag,Grocery,West,Karnataka,Hyderabad,8,11182,5,84983.2,8707.28,15324.96,Cash,Pending,Dube-Mander,vchoudhry@dhar.com,15,28,Yes,49
ORD1284,28-02-2025,05-03-2025,CUST1106,Anay Sandhu,Consumer,PROD1006,Notebook,Office Supplies,West,Meghalaya,Bhind,9,12362,20,89006.4,4997.68,44027.28,Credit Card,Pending,Majumdar-Kala,ykhanna@anne-rama.net,100,24,No,0
ORD1285,26-07-2024,29-07-2024,CUST1049,Ucchal Balakrishnan,Corporate,PROD1000,Office Chairs,Furniture,North,Rajasthan,Pondicherry,6,10918,20,52406.4,4093.13,27847.62,Cash,Pending,Kulkarni Ltd,pallavi25@sarma-minhas.com,11,32,Yes,50
ORD1286,05-08-2024,08-08-2024,CUST1175,David Puri,Consumer,PROD1009,Calculator,Office Supplies,East,Bihar,Cuttack,3,14475,10,39082.5,10128.45,8697.15,Net Banking,Returned,Ben Ltd,gunbir50@kuruvilla.com,81,19,No,0
ORD1287,10-02-2024,14-02-2024,CUST1158,Warda Dash,Home Office,PROD1015,Rice Bag,Grocery,North,Uttarakhand,Hajipur,9,11182,5,95606.1,8707.28,17240.58,Cash,Returned,Dube-Mander,vchoudhry@dhar.com,15,28,Yes,49
ORD1288,26-06-2025,28-06-2025,CUST1094,Niharika Mallick,Consumer,PROD1003,Bookshelf,Furniture,East,Tripura,Indore,7,12860,0,90020.0,8267.37,32148.41,UPI,Returned,"Mistry, Sarkar and Madan",lataanmol@varughese-lanka.net,69,21,No,0
ORD1289,26-06-2025,02-07-2025,CUST1119,Rayaan Sridhar,Consumer,PROD1015,Rice Bag,Grocery,North,Chhattisgarh,Salem,1,11182,10,10063.8,8707.28,1356.52,Credit Card,Delivered,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,15,28,Yes,49
ORD1290,23-07-2024,25-07-2024,CUST1294,Ekiya Loyal,Consumer,PROD1015,Rice Bag,Grocery,South,Assam,Chandrapur,7,11182,10,70446.6,8707.28,9495.64,Credit Card,Returned,Gill Group,tanvi56@sangha-parsa.org,15,28,Yes,49
ORD1291,21-03-2025,25-03-2025,CUST1090,Jagat Golla,Consumer,PROD1004,Dining Table,Furniture,South,Telangana,Jaipur,4,13253,0,53012.0,4559.47,34774.12,Cash,Pending,"Bhargava, Oommen and Sethi",khannanirja@gopal.info,53,23,No,0
ORD1292,02-12-2023,03-12-2023,CUST1285,Aadi Varty,Home Office,PROD1009,Calculator,Office Supplies,East,Meghalaya,Madhyamgram,4,14475,20,46320.0,10128.45,5806.2,UPI,Returned,"Bera, Dutta and Saraf",htata@sharaf-loyal.com,81,19,No,0
ORD1293,25-06-2023,27-06-2023,CUST1068,Eiravati Bali,Home Office,PROD1000,Office Chairs,Furniture,North,Rajasthan,South Dumdum,6,10918,10,58957.2,4093.13,34398.42,Cash,Cancelled,Arya-Malhotra,jeremiah96@de.com,11,32,Yes,50
ORD1294,05-07-2023,07-07-2023,CUST1289,Ekiya Bhavsar,Corporate,PROD1008,File Folder,Office Supplies,North,Bihar,Khammam,6,1640,5,9348.0,1112.22,2674.68,Credit Card,Returned,Majumdar-Kala,ykhanna@anne-rama.net,87,28,No,0
ORD1295,27-03-2025,29-03-2025,CUST1133,Wazir Andra,Home Office,PROD1001,Study Table,Furniture,North,Mizoram,Hazaribagh,8,4700,20,30080.0,3230.55,4235.6,Net Banking,Returned,"Mistry, Sarkar and Madan",lataanmol@varughese-lanka.net,94,28,No,0
ORD1296,01-02-2025,06-02-2025,CUST1183,Vyanjana Chana,Consumer,PROD1009,Calculator,Office Supplies,West,Arunachal Pradesh,Faridabad,3,14475,0,43425.0,10128.45,13039.65,Credit Card,Cancelled,Swaminathan PLC,jaichopra@nadig-dube.net,81,19,No,0
ORD1297,17-08-2023,24-08-2023,CUST1085,Yahvi Vyas,Corporate,PROD1014,Monitor,Electronics,North,West Bengal,Thane,4,7430,5,28234.0,2466.9,18366.4,Net Banking,Returned,Hari-Sehgal,harishrege@karpe.net,55,27,No,0
ORD1298,01-10-2025,08-10-2025,CUST1105,Shravya Deshmukh,Corporate,PROD1016,Cooking Oil,Grocery,North,Uttar Pradesh,Thoothukudi,4,4479,15,15228.6,2868.85,3753.2,Cash,Cancelled,Mann LLC,gilljhalak@dhaliwal.com,13,25,Yes,47
ORD1299,30-08-2025,01-09-2025,CUST1224,Rajeshri Chawla,Corporate,PROD1008,File Folder,Office Supplies,South,Manipur,Miryalaguda,8,1640,0,13120.0,1112.22,4222.24,Net Banking,Delivered,Ben Ltd,gunbir50@kuruvilla.com,87,28,No,0
ORD1300,01-09-2024,03-09-2024,CUST1092,Xalak Datta,Corporate,PROD1016,Cooking Oil,Grocery,West,Chhattisgarh,Orai,3,4479,0,13437.0,2868.85,4830.45,Credit Card,Delivered,Gill Group,tanvi56@sangha-parsa.org,13,25,Yes,47
ORD1301,02-02-2024,07-02-2024,CUST1020,Siya Nayak,Consumer,PROD1015,Rice Bag,Grocery,North,Maharashtra,Pudukkottai,2,11182,10,20127.6,8707.28,2713.04,Cash,Returned,Mann LLC,gilljhalak@dhaliwal.com,15,28,Yes,49
ORD1302,23-11-2024,25-11-2024,CUST1182,Unni Manda,Corporate,PROD1011,Keyboard,Electronics,East,Karnataka,Ghaziabad,10,4734,5,44973.0,2786.2,17111.0,Cash,Pending,Bal-Goel,banikgautam@kuruvilla.net,45,23,No,0
ORD1303,28-01-2023,04-02-2023,CUST1198,Tristan Date,Home Office,PROD1002,Sofa,Furniture,East,Tamil Nadu,Bilaspur,4,10208,10,36748.8,6313.28,11495.68,UPI,Pending,Wali-Choudhry,gaurika24@banerjee.org,86,19,No,0
ORD1304,23-01-2024,24-01-2024,CUST1288,Zayyan Chaudry,Home Office,PROD1015,Rice Bag,Grocery,West,Kerala,Karaikudi,5,11182,20,44728.0,8707.28,1191.6,Cash,Cancelled,Gill Group,tanvi56@sangha-parsa.org,15,28,Yes,49
ORD1305,23-08-2024,28-08-2024,CUST1191,Lajita Varghese,Home Office,PROD1016,Cooking Oil,Grocery,East,Telangana,Karnal,5,4479,10,20155.5,2868.85,5811.25,UPI,Delivered,"Amble, Bhargava and Rau",warindersharaf@ramanathan.com,13,25,Yes,47
ORD1306,03-07-2025,09-07-2025,CUST1089,Chakradhar Bera,Home Office,PROD1006,Notebook,Office Supplies,North,Arunachal Pradesh,Proddatur,5,12362,10,55629.0,4997.68,30640.6,Cash,Cancelled,"Bera, Dutta and Saraf",htata@sharaf-loyal.com,100,24,No,0
ORD1307,28-04-2023,30-04-2023,CUST1101,Qabil Gola,Home Office,PROD1004,Dining Table,Furniture,West,Nagaland,Gopalpur,10,13253,5,125903.5,4559.47,80308.8,UPI,Cancelled,Khosla and Sons,bhagatcaleb@gaba-ravi.com,53,23,No,0
ORD1308,22-03-2025,25-03-2025,CUST1182,Unni Manda,Corporate,PROD1015,Rice Bag,Grocery,East,Karnataka,Ghaziabad,8,11182,20,71564.8,8707.28,1906.56,Credit Card,Pending,Gill Group,tanvi56@sangha-parsa.org,15,28,Yes,49
ORD1309,15-07-2025,22-07-2025,CUST1068,Eiravati Bali,Home Office,PROD1006,Notebook,Office Supplies,West,Rajasthan,South Dumdum,4,12362,10,44503.2,4997.68,24512.48,Credit Card,Pending,Majumdar-Kala,ykhanna@anne-rama.net,100,24,No,0
ORD1310,06-06-2025,07-06-2025,CUST1040,Dalaja Prasad,Home Office,PROD1012,Mouse,Electronics,East,Uttar Pradesh,Bhimavaram,4,6429,20,20572.8,4008.17,4540.12,Credit Card,Delivered,Bawa LLC,xpant@nadkarni.com,76,29,No,0
ORD1311,08-02-2023,12-02-2023,CUST1274,Indira Gole,Home Office,PROD1004,Dining Table,Furniture,West,Uttarakhand,Giridih,4,13253,10,47710.8,4559.47,29472.92,UPI,Cancelled,"Bhargava, Oommen and Sethi",khannanirja@gopal.info,53,23,No,0
ORD1312,22-12-2025,26-12-2025,CUST1130,Chaitaly Srinivas,Home Office,PROD1011,Keyboard,Electronics,East,Rajasthan,Medininagar,2,4734,20,7574.4,2786.2,2002.0,UPI,Returned,"Rajagopalan, Bains and Shere",mwalia@chhabra.net,45,23,No,0
ORD1313,13-01-2025,18-01-2025,CUST1065,Yashasvi Kaul,Corporate,PROD1016,Cooking Oil,Grocery,South,Andhra Pradesh,Karawal Nagar,1,4479,10,4031.1,2868.85,1162.25,UPI,Returned,Dube-Mander,vchoudhry@dhar.com,13,25,Yes,47
ORD1314,05-12-2024,09-12-2024,CUST1065,Yashasvi Kaul,Corporate,PROD1016,Cooking Oil,Grocery,West,Andhra Pradesh,Karawal Nagar,1,4479,10,4031.1,2868.85,1162.25,UPI,Delivered,Gill Group,tanvi56@sangha-parsa.org,13,25,Yes,47
ORD1315,08-10-2025,11-10-2025,CUST1157,Shravya Kata,Consumer,PROD1013,Headphones,Electronics,South,Uttar Pradesh,Hyderabad,2,5858,10,10544.4,3406.43,3731.54,Net Banking,Delivered,Bawa LLC,xpant@nadkarni.com,41,24,No,0
ORD1316,26-12-2024,01-01-2025,CUST1207,Reyansh Palla,Corporate,PROD1015,Rice Bag,Grocery,West,Punjab,Etawah,7,11182,15,66532.9,8707.28,5581.94,Cash,Cancelled,"Amble, Bhargava and Rau",warindersharaf@ramanathan.com,15,28,Yes,49
ORD1317,24-04-2024,28-04-2024,CUST1009,Varsha Wali,Consumer,PROD1012,Mouse,Electronics,South,Kerala,Bhimavaram,2,6429,20,10286.4,4008.17,2270.06,UPI,Returned,Hari-Sehgal,harishrege@karpe.net,76,29,No,0
ORD1318,14-07-2024,18-07-2024,CUST1073,Abha Wali,Home Office,PROD1008,File Folder,Office Supplies,East,Haryana,Kamarhati,7,1640,20,9184.0,1112.22,1398.46,Credit Card,Delivered,"Bera, Dutta and Saraf",htata@sharaf-loyal.com,87,28,No,0
ORD1319,26-10-2024,28-10-2024,CUST1229,Aayush Parikh,Consumer,PROD1003,Bookshelf,Furniture,East,Karnataka,Indore,6,12860,0,77160.0,8267.37,27555.78,Cash,Returned,Srivastava Ltd,viraj89@shan.net,69,21,No,0
ORD1320,23-02-2023,25-02-2023,CUST1019,Irya Chokshi,Corporate,PROD1004,Dining Table,Furniture,North,Chhattisgarh,Bathinda,7,13253,0,92771.0,4559.47,60854.71,Cash,Delivered,Srivastava Ltd,viraj89@shan.net,53,23,No,0
ORD1321,22-12-2025,27-12-2025,CUST1011,Max Manne,Home Office,PROD1015,Rice Bag,Grocery,West,Uttar Pradesh,Kolkata,8,11182,0,89456.0,8707.28,19797.76,Cash,Pending,Mahal-Oza,omyabaral@rajagopal.com,15,28,Yes,49
ORD1322,23-05-2024,30-05-2024,CUST1234,Yadavi Shan,Consumer,PROD1000,Office Chairs,Furniture,North,Uttar Pradesh,Suryapet,2,10918,5,20744.2,4093.13,12557.94,Net Banking,Delivered,Wali-Choudhry,gaurika24@banerjee.org,11,32,Yes,50
ORD1323,21-12-2023,26-12-2023,CUST1092,Xalak Datta,Corporate,PROD1005,Pen,Office Supplies,South,Chhattisgarh,Orai,9,5109,10,41382.9,1994.08,23436.18,Credit Card,Cancelled,Raval-Sani,bariaodika@sane.com,76,18,No,0
ORD1324,30-08-2023,03-09-2023,CUST1154,Aryan Hegde,Consumer,PROD1007,Stapler,Office Supplies,North,Manipur,Shahjahanpur,5,10905,20,43620.0,8458.2,1329.0,Net Banking,Pending,Ben Ltd,gunbir50@kuruvilla.com,14,31,Yes,34
ORD1325,05-08-2023,10-08-2023,CUST1179,Jonathan Shroff,Corporate,PROD1016,Cooking Oil,Grocery,West,Jharkhand,Loni,6,4479,5,25530.3,2868.85,8317.2,Credit Card,Delivered,"Vig, Purohit and Saraf",lnarula@edwin-dalal.com,13,25,Yes,47
ORD1326,06-04-2024,10-04-2024,CUST1077,Andrew Barman,Consumer,PROD1010,Laptop,Electronics,East,Uttar Pradesh,Mirzapur,5,6866,20,27464.0,3602.05,9453.75,Net Banking,Pending,Bawa LLC,xpant@nadkarni.com,15,31,Yes,41
ORD1327,02-10-2024,08-10-2024,CUST1173,Krish Kumar,Corporate,PROD1011,Keyboard,Electronics,North,Odisha,Chennai,3,4734,20,11361.6,2786.2,3003.0,UPI,Cancelled,Hari-Sehgal,harishrege@karpe.net,45,23,No,0
ORD1328,20-01-2024,22-01-2024,CUST1019,Irya Chokshi,Corporate,PROD1012,Mouse,Electronics,East,Chhattisgarh,Bathinda,8,6429,15,43717.2,4008.17,11651.84,Net Banking,Returned,"Rajagopalan, Bains and Shere",mwalia@chhabra.net,76,29,No,0
ORD1329,23-09-2023,30-09-2023,CUST1014,Jagat Sura,Corporate,PROD1015,Rice Bag,Grocery,East,Meghalaya,Bulandshahr,3,11182,15,28514.1,8707.28,2392.26,Credit Card,Pending,Dube-Mander,vchoudhry@dhar.com,15,28,Yes,49
ORD1330,23-03-2025,30-03-2025,CUST1213,Kavya Nath,Home Office,PROD1011,Keyboard,Electronics,North,Odisha,Sambhal,9,4734,15,36215.1,2786.2,11139.3,Credit Card,Delivered,Sethi-Natarajan,dinhredhaan@sodhi-mani.info,45,23,No,0
ORD1331,11-10-2023,15-10-2023,CUST1087,Tanay Sem,Consumer,PROD1016,Cooking Oil,Grocery,North,Nagaland,Ramgarh,8,4479,0,35832.0,2868.85,12881.2,Net Banking,Pending,Mahal-Oza,omyabaral@rajagopal.com,13,25,Yes,47
ORD1332,28-03-2023,31-03-2023,CUST1295,Ucchal Barman,Consumer,PROD1001,Study Table,Furniture,East,Meghalaya,Ichalkaranji,9,4700,15,35955.0,3230.55,6880.05,Cash,Pending,Arya-Malhotra,jeremiah96@de.com,94,28,No,0
ORD1333,23-10-2025,26-10-2025,CUST1106,Anay Sandhu,Consumer,PROD1011,Keyboard,Electronics,West,Meghalaya,Bhind,5,4734,10,21303.0,2786.2,7372.0,Credit Card,Returned,Sethi-Natarajan,dinhredhaan@sodhi-mani.info,45,23,No,0
ORD1334,04-07-2025,10-07-2025,CUST1166,Isaiah Khurana,Home Office,PROD1012,Mouse,Electronics,East,Tamil Nadu,Kurnool,8,6429,5,48860.4,4008.17,16795.04,UPI,Returned,Sethi-Natarajan,dinhredhaan@sodhi-mani.info,76,29,No,0
ORD1335,14-04-2024,19-04-2024,CUST1164,Laksh Prasad,Consumer,PROD1015,Rice Bag,Grocery,West,Goa,Salem,3,11182,10,30191.4,8707.28,4069.56,UPI,Returned,Gill Group,tanvi56@sangha-parsa.org,15,28,Yes,49
ORD1336,03-10-2025,09-10-2025,CUST1175,David Puri,Consumer,PROD1014,Monitor,Electronics,West,Bihar,Cuttack,1,7430,20,5944.0,2466.9,3477.1,Credit Card,Cancelled,Bal-Goel,banikgautam@kuruvilla.net,55,27,No,0
ORD1337,12-07-2024,17-07-2024,CUST1152,Zehaan Ray,Corporate,PROD1016,Cooking Oil,Grocery,South,Gujarat,Sambhal,6,4479,10,24186.6,2868.85,6973.5,Cash,Cancelled,Dube-Mander,vchoudhry@dhar.com,13,25,Yes,47
ORD1338,29-07-2024,03-08-2024,CUST1285,Aadi Varty,Home Office,PROD1013,Headphones,Electronics,West,Meghalaya,Madhyamgram,4,5858,20,18745.6,3406.43,5119.88,Credit Card,Pending,Bal-Goel,banikgautam@kuruvilla.net,41,24,No,0
ORD1339,14-08-2024,18-08-2024,CUST1287,Brijesh Bakshi,Consumer,PROD1004,Dining Table,Furniture,West,Uttar Pradesh,Howrah,5,13253,5,62951.75,4559.47,40154.4,Credit Card,Returned,Srivastava Ltd,viraj89@shan.net,53,23,No,0
ORD1340,06-02-2023,07-02-2023,CUST1151,Praneel Bhandari,Consumer,PROD1009,Calculator,Office Supplies,East,Uttarakhand,Satara,6,14475,5,82507.5,10128.45,21736.8,Credit Card,Returned,Swaminathan PLC,jaichopra@nadig-dube.net,81,19,No,0
